Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Fantasyland,Mad Tea Party,00:00:58.699,A very short loop that plays in and around the Mad Tea Party attraction. See MouseBits: https://mousebits.com/smf/index.php?topic=3674.msg24774#msg24774 (2008).,1,The Un-Birthday Song [instrumental],,Unreleased,00:00:58.699,This is technically an edited version of the official movie soundtrack without SFX or vocals.,,,,,
Fantasyland,Storybook Land Canal Boats Queue,00:29:13,"This plays from 4 speakers in the landscaping next to the queue. See MouseBits, https://mousebits.com/smf/index.php?topic=6237.msg50901#msg50901 (2011) and Michael Sweeney’s Blog http://dlrmusiccompendium.blogspot.com/2014/03/storybook-land-canal-boats-queue-music.html (2014).",1,Main Title (The Second Star to the Right) / All This Has Happened Before,,Peter Pan OST,01:47,,,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,2,Snow White Medley,,33 Great Walt Disney Motion Picture Melodies -- conducted by Camarata,03:45,,,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,3,Babes in Toyland Medley,,33 Great Walt Disney Motion Picture Melodies -- conducted by Camarata,04:59,,,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,4,Sleeping Beauty Medley (Main Titles / Once Upon a Dream / Prologue / Awakening / Finale),,Sleeping Beauty OST,06:07,"The loop versions of “Once Upon a Dream” and “Finale” do not have the choral vocals mixed in, and are a custom instrumental mix.",,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,5,Darby O'Gill and the Little People Main Title,,,01:55,,,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,6,Bambi Medley,,33 Great Walt Disney Motion Picture Melodies -- conducted by Camarata,04:46,,,,,,
Fantasyland,Storybook Land Canal Boats Queue,,,7,Cinderella Medley,,33 Great Walt Disney Motion Picture Melodies -- conducted by Camarata,05:52,"Edited~05.15 - End, followed by ~02.39 - ~05.14",,,,,
Fantasyland,Tangled Meet-and-Greet [INC],Unknown,"This is a partial loop of the Tangled Meet-and-Greet from Fantasyland from October 15 2010 to October 27 2013. See MouseBits, https://mousebits.com/smf/index.php?topic=8395.msg78474#msg78474 (2014).",1,Kingdom Dance,,Tangled OST,,,,,,"October 15, 2010 → October 27, 2013",
Fantasyland,Tangled Meet-and-Greet [INC],,,,Kiss Interrupted,,Tangled OST,,,,,,"October 15, 2010 → October 27, 2013",
Fantasyland,Tangled Meet-and-Greet [INC],,,,The Tear Heals [Edited],,Tangled OST,,Edit; fade in around 5:04 of the soundtrack version,,,,"October 15, 2010 → October 27, 2013",
Fantasyland,Tangled Meet-and-Greet [INC],,,,Waiting For the Lights,,Tangled OST,,,,,,"October 15, 2010 → October 27, 2013",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",00:27:32,This was the iteration of the Carrouselloop that played until 2005. It is presumed to have been installed with New Fantasyland (1983). See MouseBits: https://mousebits.com/smf/index.php?topic=2183.msg13890#msg13890 (2007) and Magic Music: https://community.magicmusic.net/threads/fantasyland-band-organ.899/#post-5905 (2003).,1,Dumbo Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,2,Mickey & Friends Medley,,Disneyland Forever,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,3,Silly Symphonies Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,4,Sleeping Beauty Medley,,Disneyland Forever,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,5,Pinocchio Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,6,Cinderella Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,7,Mary Poppins Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,"Fantasyland Band Organ v.1, King Arthur's Carrousel v.1",,,8,Zip-a-Dee-Doo-Dah / Someday My Prince Will Come / You Can Fly! You Can Fly! Medley,,Unreleased,,,,,,"May 25, 1983 → January 1, 2005",
Fantasyland,Alice in Wonderland Queue v.2,00:26:11,"This loop was installed when the attraction reopened as part of New Fantasyland and plays to the present day. See Magic Music: https://community.magicmusic.net/threads/disneylands-alice-in-wonderland-dark-ride-queue-music-question.718/, https://community.magicmusic.net/threads/dl-alice-area-music.1194/#post-8042, and MouseBits: https://mousebits.com/smf/index.php?topic=5185.msg38775#msg38775. The full track listing was on Michael Sweeney’s Blog: http://dlrmusiccompendium.blogspot.com/2014/03/alice-in-wonderland-queue-music-1984.html. Many of these are instrumental versions, i.e. the vocals have been removed.",1,Alice in Wonderland,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,2,In a World of My Own,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,3,I’m Late,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,4,How Do You Do?,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,5,All in the Golden Afternon,,Disneyland Forever,,,,,,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,6,A-E-I-O-U,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,7,‘Twas Brillig,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,8,Painting the Roses Red,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,9,March of the Cards,,Disneyland Forever,,"The Disneyland Forever version of track no. 9 includes a fade out, while the version in the loop does not.",,,,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,10,Painting the Roses Red,,Alice in Wonderland OST,,SFX can be heard,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,11,Off With Her Head,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,12,Alice in Wonderland (Medley),Camarata Chorus and Orchestra,Alice in Wonderland: Music from the Score (WDL-4015),,"This is a medley of two tracks on the Camarata album, both titled ""Alice in Wonderland.”",,,Disneyland Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,13,"<Caterpillar? then Painting the roses red, lead into Unbirthday Song>",,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,14,Unbirthday Song,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Alice in Wonderland Queue v.2,,,15,Tulgey Wood,,Alice in Wonderland OST,,,,,Walt Disney Records,"April 13, 1984",
Fantasyland,Fantasyland,48:29.421,"This loop plays an orchestral version of the Carrousel/Band Organ loop with some organ accents. It plays around the buildings in Fantasyland. See MouseBits, https://mousebits.com/smf/index.php?topic=8018.msg72396#msg72396 (2013) and https://mousebits.com/smf/index.php?topic=9656.msg91123#msg91123 (2017).",1,The Bare Necessities,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,2,Beauty and the Beast,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,3,Who's Afraid of the Big Bad Wolf?,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,4,Chim Chim Cher-ee,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,5,You've Got a Friend in Me,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,6,The Second Star to the Right,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,7,The Work Song (Cinderella),,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,8,Under the Sea,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,9,Winnie the Pooh,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,10,Once Upon a Dream,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,11,Bibbidi-Bobbidi-Boo,,Disneyland Resort Official Album [2013],,,,,Walt Disney Records,,
Fantasyland,Fantasyland,,,12,Someday My Prince Will Come,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,13,Heigh-Ho,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,14,Supercalifragilisticexpialidocious,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,15,Whistle While You Work,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,16,You Can Fly! You Can Fly! You Can Fly!,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,17,A Dream Is a Wish Your Heart Makes,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,18,Zip-a-Dee-Doo-Dah,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,19,Hi-Diddle-Dee-Dee (An Actor's Life for Me),,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,20,Part of Your World,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,21,Be Our Guest,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,22,When You Wish Upon a Star,,Unreleased,,,,,,,
Fantasyland,Fantasyland,,,23,A Whole New World,,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,~1:00:00,"This loop was introduced in 2013 with the introduction of the Fantasy Faire area. These are all classic songs from Disney films composed in a renaissance style. See MouseBits, https://mousebits.com/smf/index.php?topic=8018.msg72181#msg72181 (2013) and https://mousebits.com/smf/index.php?topic=7993.msg72908#msg72908 (2013).",1,Topsy Turvy (The Hunchback of Notre Dame),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,2,With a Smile and a Song (Snow White and the Seven Dwarfs),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,3,Once Upon a Dream (Sleeping Beauty),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,4,Touch the Sky (Brave),,Disneyland Resort Official Album [2013],,,,,Walt Disney Records,,
Fantasyland,Fantasy Faire,,,5,Part of Your World (The Little Mermaid),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,6,Kingdom Dance (Tangled),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,7,Something There (Beauty and the Beast),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,8,The Bells of Notre Dame (The Hunchback of Notre Dame),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,9,Whistle While You Work (Snow White and the Seven Dwarfs),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,10,Happy Working Song (Enchanted),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,11,I've Got a Dream (Tangled),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,12,A Dream is a Wish Your Heart Makes (Cinderella),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,13,Gaston (Beauty and the Beast),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,14,A Guy Like You (The Hunchback of Notre Dame),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,15,A Whole New World (Aladdin),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,16,Beauty and the Beast (Beauty and the Beast),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,17,I'm Wishing (Snow White and the Seven Dwarfs),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,18,True Love's Kiss (Enchanted),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,19,I See The Light (Tangled),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,20,Tour of the Kingdom (The Little Mermaid),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,21,A Cottage in the Woods (Sleeping Beauty),,Unreleased,,Also known as Magical Housecleaning - Pink or Blue,,,,,
Fantasyland,Fantasy Faire,,,22,So this is Love (Cinderella),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,23,Belle (Beauty and the Beast),,Unreleased,,,,,,,
Fantasyland,Fantasy Faire,,,24,Bibbidi-Bobbidi-Boo (Cinderella),,Unreleased,,,,,,,
Fantasyland,Disney Princess Fantasy Faire,49:27.233,"This loop played in the Disney Princess Fantasy Faire, which was located at the Fantasyland Theater from October 6, 2006 to August 12, 2012.  See https://mousebits.com/smf/index.php?topic=3494.msg39055#msg39055 (2010) and https://mousebits.com/smf/index.php?topic=7019.msg59446#msg59446 (2012). Some of the tracks have long fadeouts so sometimes those fades are cut short. There are no crossfades. Individual track lengths are measured from the start of that track to the start of the following track, so any gap between tracks is included in that time.",1,Courante,Richard Seales,Dance of the Renaissance,3:17.004,,10,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,2,Round Dance,Richard Seales,Dance of the Renaissance,2:53.353,,11,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,3,Bianco Fiore,Richard Seales,Dance of the Renaissance,2:04.294,,7,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,4,Paduana del Re,Richard Seales,Scarborough Faire,3:07.676,,6,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,5,El Tutu,Richard Seales,Scarborough Faire,2:56.890,,8,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,6,La Bouree,Richard Seales,Scarborough Faire,3:28.004,,12,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,7,Reigentanz,Richard Seales,Dance of the Renaissance,2:48.893,,13,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,8,The Outlandish Knight,Richard Seales,Scarborough Faire,2:59.416,The last clatter is removed.,9,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,9,Courante,Richard Seales,Scarborough Faire,1:48.526,,14,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,10,Bransle des Villages,Richard Seales,Scarborough Faire,2:23.400,,15,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,11,Bransle Double,Richard Seales,Scarborough Faire,2:36.680,,10,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,12,Saltarello,Richard Seales,Dance of the Renaissance,3:19.855,,16,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,13,Spagnoletta,Richard Seales,Scarborough Faire,2:49.883,,1,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,14,Dance of the Burgermeisters,Richard Seales,Dance of the Renaissance,1:57.822,,1,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,15,Gavotte,Richard Seales,Dance of the Renaissance,2:48.185,,2,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,16,Bransle de la Royne,Richard Seales,Dance of the Renaissance,3:01.426,,5,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,17,Canarios,Richard Seales,Dance of the Renaissance,3:19.550,,8,,Earth Dance Music,,
Fantasyland,Disney Princess Fantasy Faire,,,18,Springdance,Richard Seales,Dance of the Renaissance,1:46.188,,9,,Earth Dance Music,,
Fantasyland,Frozen Royal Reception,~00:10:20,"This loop played at the Frozen Meet-and-Greet known as the “Frozen Royal Reception” in Fantasyland. It opened in November 2013 and closed sometime in 2015. See MouseBits, https://mousebits.com/smf/index.php?topic=8373.msg80852#msg80852 (2014).",1,Three Years Later,,Frozen Complete Score,,,,,,,
Fantasyland,Frozen Royal Reception,,,2,Meet Hans,,Frozen Complete Score,,,,,,,
Fantasyland,Frozen Royal Reception,,,3,Fanfare,,Frozen Complete Score,,,,,,,
Fantasyland,Frozen Royal Reception,,,4,Party Source #1,,Frozen Complete Score,,"This is part of the Coronation Band Suite, plus an additional track.",,,,,
Fantasyland,Frozen Royal Reception,,,5,Party Source #2,,Frozen Complete Score,,"This is part of the Coronation Band Suite, plus an additional track.",,,,,
Fantasyland,Frozen Royal Reception,,,6,Party Source #3,,Frozen Complete Score,,"This is part of the Coronation Band Suite, plus an additional track.",,,,,
Fantasyland,Frozen Royal Reception,,,7,Anna Dances with Hans,,Frozen Complete Score,,,,,,,
Fantasyland,Frozen Royal Reception,,,8,Oaken's Sauna,,Frozen Complete Score,,"On the OST, this track is Oaken's Sauna, edited to include 0:00 - 0:52",,,,,
Fantasyland,Frozen Royal Reception,,,9,This Way To The North Mountain,,Frozen Complete Score,,"On the OST, this track is The North Mountain, edited to include 1:00 - end",,,,,
Fantasyland,Frozen Royal Reception,,,10,Meet Olaf,,Frozen Complete Score,,"On the OST, this track is Meet Olaf, edited to include 0:00-0:07 and 0:54-end.",,,,,
Fantasyland,Frozen Royal Reception,,,11,Ice in Anna's Heart,,Frozen Complete Score,,,,,,,
Fantasyland,Frozen Royal Reception,,,12,Ending,,Frozen Complete Score,,,,,,,
Fantasyland,Matterhorn Bobsleds Queue v.2,00:25:20,"This loop was introduced with the reopening of the Matterhorn Bobsleds on June 15 2012 after a lengthy refurbishment. Track times indicate the approximate time from the beginning of one track to the beginning of the next one in the loop. See MouseBits, https://mousebits.com/smf/index.php?topic=9006.msg85941#msg85941 (2015). This currently plays in the proper queue area. A separate loop plays in the lightning lane/extended queue.",1,Im Chuchichaschtli,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),02:36,,,,STAR,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,2,Alpaufzug Luzarner Chilby,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),01:42,Edited to include ~00:42 - End.,,,STAR,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,3,Am Hinterrhein (At The Source Of The Rhine),Bündner Ländlerquintett,A Visit to Switzerland (Capitol ST-10264),02:31,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,4,Lusbübe-Ländler (Naughty Boy Ländler),Ländlerkapelle Oberland,A Visit to Switzerland (Capitol ST-10264),02:24,Edited to include ~00:04 - End.,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,5,Obervazer-Schottisch,Bündner Ländlerquintett,A Visit to Switzerland (Capitol ST-10264),02:44,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,6,Am Trachtefescht,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),02:34,,,,STAR,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,7,Schi Scha Schatzeli,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),00:31,Edited to include ~01:51 - End.,,,STAR,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,8,Der Klarinettenmuckel (The Boy with the Clarinet),Alfons Bauer And The Bavarian Entertainers,Music of the German Alps (Capitol ST-10211),00:41,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,9,Schneidig Voran (Marching Ahead),Alfons Bauer And The Bavarian Entertainers,Music of the German Alps (Capitol ST-10211),04:09,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,10,Beim Augustfeuer (By The Bonfire),Ländlerkapelle Bärner Mutze,A Visit to Switzerland (Capitol ST-10264),02:45,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Queue v.2,,,11,Zwilchhose-Ländler (Long Underwear Ländler),Ländlerkapelle Bärner Mutze With Sepp Sutter,A Visit to Switzerland (Capitol ST-10264),02:42,New addition to the loop from v.1.,,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",~00:18:00,"This track listing is based on a recording ca. 1978 and is thought to have played until a revised version was introduced in 2012. This music played under the Jack Wagner safety announcements in the Matterhorn Bobsleds queue area. See MouseBits, https://mousebits.com/smf/index.php?topic=8673.msg82217#msg82217 (2014) and the passport to dreams blog: http://passport2dreams.blogspot.com/2014/10/the-music-of-matterhorn.html.",1,Im Chuchichäschtli,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),,,,,STAR,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,2,Alpaufzug Luzärner Chilby,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),,Edited to include ~00:29 - ~01:20 and ~01:32 - End,,,STAR,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,3,Am Hinterrhein (At The Source Of The Rhine),Bündner Ländlerquintett,A Visit to Switzerland (Capitol ST-10264),,,,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,4,Lusbübe-Ländler (Naughty Boy Ländler),Ländlerkapelle Oberland,A Visit to Switzerland (Capitol ST-10264),,,,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,5,Obervazer-Schottisch,Bündner Ländlerquintett,A Visit to Switzerland (Capitol ST-10264),,,,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,6,Am Trachtefescht,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),,,,,STAR,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,7,Schi Scha Schätzeli,Fred Burri and the Matterhorn Musicians,Swiss Folkmusic and Yodeling (STAR CR 171),,Edited to include 00:00 - 00:03 and ~00:38 - ~01:13 and ~01:51 - End,,,STAR,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,8,Der Klarinettenmuckel (The Boy with the Clarinet),Alfons Bauer And The Bavarian Entertainers,Music of the German Alps (Capitol ST-10211),,,,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,9,Schneidig Voran (Marching Ahead),Alfons Bauer And The Bavarian Entertainers,Music of the German Alps (Capitol ST-10211),,Edited (?),,,Capitol,,
Fantasyland,"Fantasyland Skyway Station v.1, Matterhorn Bobsleds Queue v.1",,,10,Beim Augustfeuer (By The Bonfire),Ländlerkapelle Bärner Mutze,A Visit to Switzerland (Capitol ST-10264),,,,,Capitol,,
Fantasyland,Matterhorn Bobsleds Extended Queue,30:31.043,"This loop plays in the extended queue/lightning lane queue for the Matterhorn. It started playing when the new queue opened in 2018. See MouseBits, https://mousebits.com/smf/index.php?topic=10785.msg98765#msg98765.",1,Bi d’r Huet," Schwyzer Folklore","Le meilleur du folklore Suisse, Vol. 4 (Die Beschti schwyzer Folklore - The Best of Swiss Folklore / Jodel, Alphorn, Akkordeon, Chör, Walzer, Marsch...)",03:06.071,~3 seconds shorter than source track time,8,1,Cdvd,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,2,A Ganz a gfieriga,"Innleit’n Musi ",Innleit’n Musi,02:33.226,~5 second shorter from listed source track time,17,1,Bogner Records,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,3,Auf der Mitterfeldalm,Altmühldorfer Musikanten,,03:36.126,~5 second shorter from listed source track time,,,,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,4,De Wöschbrättler,Kapelle Bluamagärtli,World Music Vol. 31: The Sound of Switzerland,02:14.661,~1.5 second shorter from listed source track time,2,1,Countdown Media GmbH,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,5,Alphorn Solo Mit Talerschwingen,Alphorn Solo,,01:06.621,~5 seconds shorter than listed source track time,,,,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,6,"Langsam aber sicher, Polka",Kapelle Ludwig Oswald,Best of Schweizer Volksmusik - Traditional Swiss Folk Music - Kompositionen von Marino Manferdini,03:31.974,~4 seconds shorter than listed source track time,7,1,Worldmusic International,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,7,Oberland Boarischer,Kreuzalm Musi,Musi und Gsangl aus dem Werfdenfelser Land,02:14.539,~5 seconds shorter than listed source track time,13,1,Bogner,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,8,Pariampampam (Live),Ils Fränzlis da Tschlin,Schweizer Volksmusik - Traditional Swiss Music,02:35.476,Edited to cut applause at end of track. ~10 seconds shorter than listed source track time,10,2,Zytglogge Verlag,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,9,Schindlschneider,Bairer Saitenmusi,,02:45.924,~5 seconds shorter than listed source track time,,,,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,10,Am Lutzelsee,Kappelle Bluamagärtli,World Music Vol. 31: The Sound of Switzerland,03:06.055,Has <1 sec crossfade into next track. About ~.5 second shorter than source.,9,1,Countdown Media GmbH,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,11,Unknown (Solo Alphorn),,,00:51.716,,,,,"November 16, 2018",
Fantasyland,Matterhorn Bobsleds Extended Queue,,,12,Landluft,Walter Wild and his Orchestra,Tirolean and Swiss Folk Music,02:48.054,~5 seconds shorter than source,18,1,The Digital Gramophone Ltd.,"November 16, 2018",
Fantasyland,Red Rose Taverne [PRE],Unknown,"The Red Rose Taverne took over Pinocchio’s Village Haus on February  24, 2017. See MouseBits, https://mousebits.com/smf/index.php?topic=9503.msg90016#msg90016 (2017). It may be identical to the Magic Kingdom’s tavern loop, but this is unconfirmed. This track listing is the loop for New Fantasyland. There have definitely been tracks from their loop heard at the Red Rose Taverne. See Mousebits, https://mousebits.com/smf/index.php?topic=7806.msg87638#msg87638 (2016).",1,Gaston,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,2,Be Our Guest,,"Beauty and the Beast: Original Motion Picture Soundtrack
",,"Soundtrack version, including vocals",,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,3,Me,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,4,Human Again,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,5,To the Fair,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,6,Beauty and the Beast,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,7,Gaston,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,8,Be Our Guest,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,9,Maison de Lunes,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,10,Something There,,,,,,,,"February 24, 2017",
Fantasyland,Red Rose Taverne [PRE],,,11,Belle,,,,,,,,"February 24, 2017",
Fantasyland,Mickey and the Magical Map Pre-Show,~00:11:37,"This loop played as audiences were walking into the Fantasyland Theater for performances of Mickey and the Magical Map. See MouseBits, https://mousebits.com/smf/index.php?topic=8888.msg85356#msg85356 (2015).",1,Sorcerer’s Dream 1071/1,Paul Mottram,"Magic, Ghosts, Mystery ANW 1071",,Has a short crossfade to the next track which omits the last ~27 secs of this track.,,,,"May 25, 2013 → March 12, 2020",
Fantasyland,Mickey and the Magical Map Pre-Show,,,2,Mystical Kingdom 1241/2,Paul Mottram,"Horror, Magic, Drama ANW 1241",,The source track has a fadeout and the loop track seems to have been dynamically compressed so the loop track's fadeout is shorter.  The start of the next track overlaps the fadeout by ~1 sec.,,,,"May 25, 2013 → March 12, 2020",
